Sample1	Sample2	Genome	Coverage	Resolution	Score
Encode_hg38_RPMI-7951_HindIII_Rep2	Encode_hg38_T47D_HindIII_Rep1	hg38	0	40000	0.500139456241
Encode_hg38_RPMI-7951_HindIII_Rep2	Encode_hg38_T47D_HindIII_Rep1	hg38	0	200000	0.60144184292
Encode_hg38_RPMI-7951_HindIII_Rep2	Encode_hg38_T47D_HindIII_Rep1	hg38	0	1000000	0.64076971766
Encode_hg38_RPMI-7951_HindIII_Rep2	GSE35156_hg38_H1-ES_HindIII_Rep1	hg38	0	10000	0.0657804759296
Encode_hg38_RPMI-7951_HindIII_Rep2	GSE35156_hg38_H1-ES_HindIII_Rep1	hg38	0	40000	0.200750245395
Encode_hg38_RPMI-7951_HindIII_Rep2	GSE35156_hg38_H1-ES_HindIII_Rep1	hg38	0	200000	0.472761281732
Encode_hg38_RPMI-7951_HindIII_Rep2	GSE35156_hg38_H1-ES_HindIII_Rep1	hg38	0	1000000	0.667576490738
Encode_hg38_RPMI-7951_HindIII_Rep2	GSE35156_hg38_IMR90_HindIII_Rep2	hg38	0	10000	0.234671818943
Encode_hg38_RPMI-7951_HindIII_Rep2	GSE35156_hg38_IMR90_HindIII_Rep2	hg38	0	40000	0.622467544743
Encode_hg38_RPMI-7951_HindIII_Rep2	GSE35156_hg38_IMR90_HindIII_Rep2	hg38	0	200000	0.715106423928
Encode_hg38_RPMI-7951_HindIII_Rep2	GSE35156_hg38_IMR90_HindIII_Rep2	hg38	0	1000000	0.714336590336
Encode_hg38_RPMI-7951_HindIII_Rep2	GSE52457_hg38_H1-ES_HindIII_Rep1	hg38	0	10000	0.282023290636
Encode_hg38_RPMI-7951_HindIII_Rep2	GSE52457_hg38_H1-ES_HindIII_Rep1	hg38	0	40000	0.592371545322
Encode_hg38_RPMI-7951_HindIII_Rep2	GSE52457_hg38_H1-ES_HindIII_Rep1	hg38	0	200000	0.677047827158
Encode_hg38_RPMI-7951_HindIII_Rep2	GSE52457_hg38_H1-ES_HindIII_Rep1	hg38	0	1000000	0.710607751634
Encode_hg38_RPMI-7951_HindIII_Rep2	GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	hg38	0	10000	0.299250387635
Encode_hg38_RPMI-7951_HindIII_Rep2	GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	hg38	0	40000	0.623657689699
Encode_hg38_RPMI-7951_HindIII_Rep2	GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	hg38	0	200000	0.690118111753
Encode_hg38_RPMI-7951_HindIII_Rep2	GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	hg38	0	1000000	0.754236693665
Encode_hg38_RPMI-7951_HindIII_Rep2	GSE52457_hg38_H1-NPC_HindIII_Rep1	hg38	0	10000	0.109262238006
Encode_hg38_RPMI-7951_HindIII_Rep2	GSE52457_hg38_H1-NPC_HindIII_Rep1	hg38	0	40000	0.487339903869
Encode_hg38_RPMI-7951_HindIII_Rep2	GSE52457_hg38_H1-NPC_HindIII_Rep1	hg38	0	200000	0.612936952364
Encode_hg38_RPMI-7951_HindIII_Rep2	GSE52457_hg38_H1-NPC_HindIII_Rep1	hg38	0	1000000	0.700763950395
Encode_hg38_RPMI-7951_HindIII_Rep2	GSE63525_hg38_GM12878_MboI_Rep2	hg38	0	10000	0.0862285543548
Encode_hg38_RPMI-7951_HindIII_Rep2	GSE63525_hg38_GM12878_MboI_Rep2	hg38	0	40000	0.358684457845
Encode_hg38_RPMI-7951_HindIII_Rep2	GSE63525_hg38_GM12878_MboI_Rep2	hg38	0	200000	0.551739105746
Encode_hg38_RPMI-7951_HindIII_Rep2	GSE63525_hg38_GM12878_MboI_Rep2	hg38	0	1000000	0.669671228245
Encode_hg38_RPMI-7951_HindIII_Rep2	GSE63525_hg38_K562_MboI_Rep1	hg38	0	10000	0.0845787055706
Encode_hg38_RPMI-7951_HindIII_Rep2	GSE63525_hg38_K562_MboI_Rep1	hg38	0	40000	0.46569103342
Encode_hg38_RPMI-7951_HindIII_Rep2	GSE63525_hg38_K562_MboI_Rep1	hg38	0	200000	0.573056391303
Encode_hg38_RPMI-7951_HindIII_Rep2	GSE63525_hg38_K562_MboI_Rep1	hg38	0	1000000	0.623380136356
Encode_hg38_RPMI-7951_HindIII_Rep2	GSE71831_hg38_RPE1_MboI_Rep2	hg38	0	10000	0.236028078732
Encode_hg38_RPMI-7951_HindIII_Rep2	GSE71831_hg38_RPE1_MboI_Rep2	hg38	0	40000	0.6325054275
Encode_hg38_RPMI-7951_HindIII_Rep2	GSE71831_hg38_RPE1_MboI_Rep2	hg38	0	200000	0.705169280974
Encode_hg38_RPMI-7951_HindIII_Rep2	GSE71831_hg38_RPE1_MboI_Rep2	hg38	0	1000000	0.67689792366
Encode_hg38_RPMI-7951_HindIII_Rep2	GSE87112_hg38_Bladder_HindIII_Rep1	hg38	0	10000	0.0860482333695
Encode_hg38_RPMI-7951_HindIII_Rep2	GSE87112_hg38_Bladder_HindIII_Rep1	hg38	0	40000	0.436818127392
Encode_hg38_RPMI-7951_HindIII_Rep2	GSE87112_hg38_Bladder_HindIII_Rep1	hg38	0	200000	0.671919011718
Encode_hg38_RPMI-7951_HindIII_Rep2	GSE87112_hg38_Bladder_HindIII_Rep1	hg38	0	1000000	0.70281691764
Encode_hg38_RPMI-7951_HindIII_Rep2	GSE87112_hg38_Lung_HindIII_Rep2	hg38	0	10000	0.0556201230126
Encode_hg38_RPMI-7951_HindIII_Rep2	GSE87112_hg38_Lung_HindIII_Rep2	hg38	0	40000	0.262043723252
Encode_hg38_RPMI-7951_HindIII_Rep2	GSE87112_hg38_Lung_HindIII_Rep2	hg38	0	200000	0.60257574409
Encode_hg38_RPMI-7951_HindIII_Rep2	GSE87112_hg38_Lung_HindIII_Rep2	hg38	0	1000000	0.727253698346
Encode_hg38_SJCRH30_HindIII_Pseudo	Encode_hg38_SJCRH30_HindIII_Rep2	hg38	0	10000	0.191696624338
Encode_hg38_SJCRH30_HindIII_Pseudo	Encode_hg38_SJCRH30_HindIII_Rep2	hg38	0	40000	0.14845576914
Encode_hg38_SJCRH30_HindIII_Pseudo	Encode_hg38_SJCRH30_HindIII_Rep2	hg38	0	200000	0.183117968543
Encode_hg38_SJCRH30_HindIII_Pseudo	Encode_hg38_SJCRH30_HindIII_Rep2	hg38	0	1000000	0.471884558125
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_A549_HindIII_Rep1	hg38	0	10000	0.00770006648403
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_A549_HindIII_Rep1	hg38	0	40000	0.0438506854896
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_A549_HindIII_Rep1	hg38	0	200000	0.133264634329
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_A549_HindIII_Rep1	hg38	0	1000000	0.433319843164
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_Caki2_HindIII_Rep1	hg38	0	10000	0.00617891964102
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_Caki2_HindIII_Rep1	hg38	0	40000	0.0389583360744
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_Caki2_HindIII_Rep1	hg38	0	200000	0.125404666422
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_Caki2_HindIII_Rep1	hg38	0	1000000	0.417013833387
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_Caki2_HindIII_Rep2	hg38	0	10000	0.00866204841878
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_Caki2_HindIII_Rep2	hg38	0	40000	0.0452219371838
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_Caki2_HindIII_Rep2	hg38	0	200000	0.130554042973
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_Caki2_HindIII_Rep2	hg38	0	1000000	0.41565535105
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_G401_HindIII_Rep1	hg38	0	10000	0.00930235507914
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_G401_HindIII_Rep1	hg38	0	40000	0.044939158091
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_G401_HindIII_Rep1	hg38	0	200000	0.127180227203
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_G401_HindIII_Rep1	hg38	0	1000000	0.421790297924
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_G401_HindIII_Rep2	hg38	0	10000	0.00602481885164
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_G401_HindIII_Rep2	hg38	0	40000	0.0365513622615
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_G401_HindIII_Rep2	hg38	0	200000	0.124954976846
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_G401_HindIII_Rep2	hg38	0	1000000	0.423390366379
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_LNCaP-clone-FGC_HindIII_Rep1	hg38	0	10000	0.00232535295305
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_LNCaP-clone-FGC_HindIII_Rep1	hg38	0	40000	0.0185064100583
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_LNCaP-clone-FGC_HindIII_Rep1	hg38	0	200000	0.103529393759
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_LNCaP-clone-FGC_HindIII_Rep1	hg38	0	1000000	0.413797174068
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_LNCaP-clone-FGC_HindIII_Rep2	hg38	0	10000	0.00209434151471
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_LNCaP-clone-FGC_HindIII_Rep2	hg38	0	40000	0.0164709748294
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_LNCaP-clone-FGC_HindIII_Rep2	hg38	0	200000	0.103881603819
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_LNCaP-clone-FGC_HindIII_Rep2	hg38	0	1000000	0.421857727865
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_NCI-H460_HindIII_Rep1	hg38	0	10000	0.0065983597855
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_NCI-H460_HindIII_Rep1	hg38	0	40000	0.0444217031403
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_NCI-H460_HindIII_Rep1	hg38	0	200000	0.128270087395
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_NCI-H460_HindIII_Rep1	hg38	0	1000000	0.427694922144
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_NCI-H460_HindIII_Rep2	hg38	0	10000	0.00438009362361
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_NCI-H460_HindIII_Rep2	hg38	0	40000	0.0385697656529
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_NCI-H460_HindIII_Rep2	hg38	0	200000	0.128797929931
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_NCI-H460_HindIII_Rep2	hg38	0	1000000	0.437089098293
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_Panc1_HindIII_Rep1	hg38	0	10000	0.00634328680633
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_Panc1_HindIII_Rep1	hg38	0	40000	0.0412595262835
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_Panc1_HindIII_Rep1	hg38	0	200000	0.127387384676
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_Panc1_HindIII_Rep1	hg38	0	1000000	0.415009498954
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_Panc1_HindIII_Rep2	hg38	0	10000	0.00435956519263
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_Panc1_HindIII_Rep2	hg38	0	40000	0.0342575996477
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_Panc1_HindIII_Rep2	hg38	0	200000	0.119831134439
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_Panc1_HindIII_Rep2	hg38	0	1000000	0.415711952382
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_RPMI-7951_HindIII_Rep1	hg38	0	10000	0.00597653475762
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_RPMI-7951_HindIII_Rep1	hg38	0	40000	0.0384442538425
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_RPMI-7951_HindIII_Rep1	hg38	0	200000	0.122884560355
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_RPMI-7951_HindIII_Rep1	hg38	0	1000000	0.381814686325
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_RPMI-7951_HindIII_Rep2	hg38	0	10000	0.00913570172001
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_RPMI-7951_HindIII_Rep2	hg38	0	40000	0.0441405931302
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_RPMI-7951_HindIII_Rep2	hg38	0	200000	0.122706213458
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_RPMI-7951_HindIII_Rep2	hg38	0	1000000	0.375171305707
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_SJCRH30_HindIII_Pseudo	hg38	0	10000	0.371242572762
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_SJCRH30_HindIII_Pseudo	hg38	0	40000	0.329761599226
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_SJCRH30_HindIII_Pseudo	hg38	0	200000	0.387479889249
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_SJCRH30_HindIII_Pseudo	hg38	0	1000000	0.700349656644
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_SJCRH30_HindIII_Rep2	hg38	0	10000	0.00261966831091
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_SJCRH30_HindIII_Rep2	hg38	0	40000	0.0125094385742
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_SJCRH30_HindIII_Rep2	hg38	0	200000	0.0349925455102
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_SJCRH30_HindIII_Rep2	hg38	0	1000000	0.34729543655
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_SK-MEL-5_HindIII_Rep1	hg38	0	10000	0.00310782703122
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_SK-MEL-5_HindIII_Rep1	hg38	0	40000	0.0209858860226
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_SK-MEL-5_HindIII_Rep1	hg38	0	200000	0.106241896234
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_SK-MEL-5_HindIII_Rep1	hg38	0	1000000	0.428981273771
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_SK-MEL-5_HindIII_Rep2	hg38	0	10000	0.00988725001625
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_SK-MEL-5_HindIII_Rep2	hg38	0	40000	0.0432084102853
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_SK-MEL-5_HindIII_Rep2	hg38	0	200000	0.129620300997
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_SK-MEL-5_HindIII_Rep2	hg38	0	1000000	0.426673583148
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_SK-N-MC_HindIII_Rep1	hg38	0	10000	0.000983659604899
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_SK-N-MC_HindIII_Rep1	hg38	0	40000	0.0142738826938
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_SK-N-MC_HindIII_Rep1	hg38	0	200000	0.0819721980497
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_SK-N-MC_HindIII_Rep1	hg38	0	1000000	0.335809398212
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_SK-N-MC_HindIII_Rep2	hg38	0	10000	0.00270810173859
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_SK-N-MC_HindIII_Rep2	hg38	0	40000	0.0310997065774
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_SK-N-MC_HindIII_Rep2	hg38	0	200000	0.112738587854
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_SK-N-MC_HindIII_Rep2	hg38	0	1000000	0.390377194707
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_T47D_HindIII_Rep1	hg38	0	10000	0.00684528243587
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_T47D_HindIII_Rep1	hg38	0	40000	0.0392083641248
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_T47D_HindIII_Rep1	hg38	0	200000	0.11598394165
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_T47D_HindIII_Rep1	hg38	0	1000000	0.388847207321
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_T47D_HindIII_Rep2	hg38	0	10000	0.00660749615285
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_T47D_HindIII_Rep2	hg38	0	40000	0.0397227207888
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_T47D_HindIII_Rep2	hg38	0	200000	0.116792058074
Encode_hg38_SJCRH30_HindIII_Rep1	Encode_hg38_T47D_HindIII_Rep2	hg38	0	1000000	0.386331901903
Encode_hg38_SJCRH30_HindIII_Rep1	GSE35156_hg38_H1-ES_HindIII_Rep1	hg38	0	10000	0.00350704963353
Encode_hg38_SJCRH30_HindIII_Rep1	GSE35156_hg38_H1-ES_HindIII_Rep1	hg38	0	40000	0.0168217653841
Encode_hg38_SJCRH30_HindIII_Rep1	GSE35156_hg38_H1-ES_HindIII_Rep1	hg38	0	200000	0.105936416309
Encode_hg38_SJCRH30_HindIII_Rep1	GSE35156_hg38_H1-ES_HindIII_Rep1	hg38	0	1000000	0.466164071413
Encode_hg38_SJCRH30_HindIII_Rep1	GSE35156_hg38_IMR90_HindIII_Rep2	hg38	0	10000	0.0121286140648
Encode_hg38_SJCRH30_HindIII_Rep1	GSE35156_hg38_IMR90_HindIII_Rep2	hg38	0	40000	0.04341677795
Encode_hg38_SJCRH30_HindIII_Rep1	GSE35156_hg38_IMR90_HindIII_Rep2	hg38	0	200000	0.105873875038
Encode_hg38_SJCRH30_HindIII_Rep1	GSE35156_hg38_IMR90_HindIII_Rep2	hg38	0	1000000	0.328216888307
Encode_hg38_SJCRH30_HindIII_Rep1	GSE48592_hg38_GM12878_HindIII_Rep1	hg38	0	10000	0.00758524398723
Encode_hg38_SJCRH30_HindIII_Rep1	GSE48592_hg38_GM12878_HindIII_Rep1	hg38	0	40000	0.043852685943
Encode_hg38_SJCRH30_HindIII_Rep1	GSE48592_hg38_GM12878_HindIII_Rep1	hg38	0	200000	0.128441776218
Encode_hg38_SJCRH30_HindIII_Rep1	GSE48592_hg38_GM12878_HindIII_Rep1	hg38	0	1000000	0.384609637726
Encode_hg38_SJCRH30_HindIII_Rep1	GSE48592_hg38_GM12878_HindIII_Rep2	hg38	0	10000	0.007388009084
Encode_hg38_SJCRH30_HindIII_Rep1	GSE48592_hg38_GM12878_HindIII_Rep2	hg38	0	40000	0.0425927087942
Encode_hg38_SJCRH30_HindIII_Rep1	GSE48592_hg38_GM12878_HindIII_Rep2	hg38	0	200000	0.129558508606
Encode_hg38_SJCRH30_HindIII_Rep1	GSE48592_hg38_GM12878_HindIII_Rep2	hg38	0	1000000	0.386269937461
Encode_hg38_SJCRH30_HindIII_Rep1	GSE52457_hg38_H1-ES_HindIII_Rep1	hg38	0	10000	0.0142680811278
Encode_hg38_SJCRH30_HindIII_Rep1	GSE52457_hg38_H1-ES_HindIII_Rep1	hg38	0	40000	0.0446750004919
Encode_hg38_SJCRH30_HindIII_Rep1	GSE52457_hg38_H1-ES_HindIII_Rep1	hg38	0	200000	0.133018652752
Encode_hg38_SJCRH30_HindIII_Rep1	GSE52457_hg38_H1-ES_HindIII_Rep1	hg38	0	1000000	0.440991875865
Encode_hg38_SJCRH30_HindIII_Rep1	GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep1	hg38	0	10000	0.0168357267764
Encode_hg38_SJCRH30_HindIII_Rep1	GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep1	hg38	0	40000	0.0492084132337
Encode_hg38_SJCRH30_HindIII_Rep1	GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep1	hg38	0	200000	0.113454704898
Encode_hg38_SJCRH30_HindIII_Rep1	GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep1	hg38	0	1000000	0.332584214032
Encode_hg38_SJCRH30_HindIII_Rep1	GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep2	hg38	0	10000	0.0171923900021
Encode_hg38_SJCRH30_HindIII_Rep1	GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep2	hg38	0	40000	0.0494835172072
Encode_hg38_SJCRH30_HindIII_Rep1	GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep2	hg38	0	200000	0.113600467067
Encode_hg38_SJCRH30_HindIII_Rep1	GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep2	hg38	0	1000000	0.3314633819
Encode_hg38_SJCRH30_HindIII_Rep1	GSE52457_hg38_H1-Mesendoderm_HindIII_Rep1	hg38	0	10000	0.0163525796537
Encode_hg38_SJCRH30_HindIII_Rep1	GSE52457_hg38_H1-Mesendoderm_HindIII_Rep1	hg38	0	40000	0.0498928281237
Encode_hg38_SJCRH30_HindIII_Rep1	GSE52457_hg38_H1-Mesendoderm_HindIII_Rep1	hg38	0	200000	0.136373383549
Encode_hg38_SJCRH30_HindIII_Rep1	GSE52457_hg38_H1-Mesendoderm_HindIII_Rep1	hg38	0	1000000	0.441754061732
Encode_hg38_SJCRH30_HindIII_Rep1	GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	hg38	0	10000	0.0155741059418
Encode_hg38_SJCRH30_HindIII_Rep1	GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	hg38	0	40000	0.048154799488
Encode_hg38_SJCRH30_HindIII_Rep1	GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	hg38	0	200000	0.138281376714
Encode_hg38_SJCRH30_HindIII_Rep1	GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	hg38	0	1000000	0.452168886648
Encode_hg38_SJCRH30_HindIII_Rep1	GSE52457_hg38_H1-NPC_HindIII_Rep1	hg38	0	10000	0.00652476789238
Encode_hg38_SJCRH30_HindIII_Rep1	GSE52457_hg38_H1-NPC_HindIII_Rep1	hg38	0	40000	0.0376707333124
Encode_hg38_SJCRH30_HindIII_Rep1	GSE52457_hg38_H1-NPC_HindIII_Rep1	hg38	0	200000	0.128544516305
Encode_hg38_SJCRH30_HindIII_Rep1	GSE52457_hg38_H1-NPC_HindIII_Rep1	hg38	0	1000000	0.423878831116
Encode_hg38_SJCRH30_HindIII_Rep1	GSE52457_hg38_H1-Trophectoderm_HindIII_Rep1	hg38	0	10000	0.0119684367179
Encode_hg38_SJCRH30_HindIII_Rep1	GSE52457_hg38_H1-Trophectoderm_HindIII_Rep1	hg38	0	40000	0.050674034923
Encode_hg38_SJCRH30_HindIII_Rep1	GSE52457_hg38_H1-Trophectoderm_HindIII_Rep1	hg38	0	200000	0.140575164489
Encode_hg38_SJCRH30_HindIII_Rep1	GSE52457_hg38_H1-Trophectoderm_HindIII_Rep1	hg38	0	1000000	0.445058446861
Encode_hg38_SJCRH30_HindIII_Rep1	GSE52457_hg38_H1-Trophectoderm_HindIII_Rep2	hg38	0	10000	0.0135620862846
Encode_hg38_SJCRH30_HindIII_Rep1	GSE52457_hg38_H1-Trophectoderm_HindIII_Rep2	hg38	0	40000	0.0506112987872
Encode_hg38_SJCRH30_HindIII_Rep1	GSE52457_hg38_H1-Trophectoderm_HindIII_Rep2	hg38	0	200000	0.13951951316
Encode_hg38_SJCRH30_HindIII_Rep1	GSE52457_hg38_H1-Trophectoderm_HindIII_Rep2	hg38	0	1000000	0.442038913801
Encode_hg38_SJCRH30_HindIII_Rep1	GSE63525_hg38_GM12878_MboI_Rep2	hg38	0	10000	0.00609199063154
Encode_hg38_SJCRH30_HindIII_Rep1	GSE63525_hg38_GM12878_MboI_Rep2	hg38	0	40000	0.0335148846662
Encode_hg38_SJCRH30_HindIII_Rep1	GSE63525_hg38_GM12878_MboI_Rep2	hg38	0	200000	0.115426059929
Encode_hg38_SJCRH30_HindIII_Rep1	GSE63525_hg38_GM12878_MboI_Rep2	hg38	0	1000000	0.404002410926
Encode_hg38_SJCRH30_HindIII_Rep1	GSE63525_hg38_HMEC_MboI_Rep1	hg38	0	10000	0.0036010923311
Encode_hg38_SJCRH30_HindIII_Rep1	GSE63525_hg38_HMEC_MboI_Rep1	hg38	0	40000	0.0175548524219
Encode_hg38_SJCRH30_HindIII_Rep1	GSE63525_hg38_HMEC_MboI_Rep1	hg38	0	200000	0.0858746880296
Encode_hg38_SJCRH30_HindIII_Rep1	GSE63525_hg38_HMEC_MboI_Rep1	hg38	0	1000000	0.385871542302
Encode_hg38_SJCRH30_HindIII_Rep1	GSE63525_hg38_HMEC_MboI_Rep2	hg38	0	10000	0.0036624822378
Encode_hg38_SJCRH30_HindIII_Rep1	GSE63525_hg38_HMEC_MboI_Rep2	hg38	0	40000	0.0194517619721
Encode_hg38_SJCRH30_HindIII_Rep1	GSE63525_hg38_HMEC_MboI_Rep2	hg38	0	200000	0.0931985352241
Encode_hg38_SJCRH30_HindIII_Rep1	GSE63525_hg38_HMEC_MboI_Rep2	hg38	0	1000000	0.395242238081
Encode_hg38_SJCRH30_HindIII_Rep1	GSE63525_hg38_K562_MboI_Rep1	hg38	0	10000	0.00577992903522
Encode_hg38_SJCRH30_HindIII_Rep1	GSE63525_hg38_K562_MboI_Rep1	hg38	0	40000	0.0427867150283
Encode_hg38_SJCRH30_HindIII_Rep1	GSE63525_hg38_K562_MboI_Rep1	hg38	0	200000	0.114569795178
Encode_hg38_SJCRH30_HindIII_Rep1	GSE63525_hg38_K562_MboI_Rep1	hg38	0	1000000	0.376452091577
Encode_hg38_SJCRH30_HindIII_Rep1	GSE63525_hg38_K562_MboI_Rep2	hg38	0	10000	0.0051907745318
Encode_hg38_SJCRH30_HindIII_Rep1	GSE63525_hg38_K562_MboI_Rep2	hg38	0	40000	0.0420965469648
Encode_hg38_SJCRH30_HindIII_Rep1	GSE63525_hg38_K562_MboI_Rep2	hg38	0	200000	0.116863332948
Encode_hg38_SJCRH30_HindIII_Rep1	GSE63525_hg38_K562_MboI_Rep2	hg38	0	1000000	0.384272150365
Encode_hg38_SJCRH30_HindIII_Rep1	GSE70181_hg38_H9-WA09-Dil_HindIII_Rep1	hg38	0	10000	0.00151415901809
Encode_hg38_SJCRH30_HindIII_Rep1	GSE70181_hg38_H9-WA09-Dil_HindIII_Rep1	hg38	0	40000	0.00681769159278
Encode_hg38_SJCRH30_HindIII_Rep1	GSE70181_hg38_H9-WA09-Dil_HindIII_Rep1	hg38	0	200000	0.0659816207613
Encode_hg38_SJCRH30_HindIII_Rep1	GSE70181_hg38_H9-WA09-Dil_HindIII_Rep1	hg38	0	1000000	0.444674571029
Encode_hg38_SJCRH30_HindIII_Rep1	GSE70181_hg38_H9-WA09-Dil_HindIII_Rep2	hg38	0	10000	0.00268821828866
Encode_hg38_SJCRH30_HindIII_Rep1	GSE70181_hg38_H9-WA09-Dil_HindIII_Rep2	hg38	0	40000	0.00830581040973
Encode_hg38_SJCRH30_HindIII_Rep1	GSE70181_hg38_H9-WA09-Dil_HindIII_Rep2	hg38	0	200000	0.0628213863297
