Sample	Genome	Coverage	Resolution	Score
GSE76479_mm10_MEF_DpnII_Rep1	mm10	0	200000	0.0535765629016
GSE76479_mm10_MEF_DpnII_Rep1	mm10	0	1000000	0.0973178754809
GSE76479_mm10_MEF_DpnII_Rep2	mm10	0	10000	0.00140015482064
GSE76479_mm10_MEF_DpnII_Rep2	mm10	0	40000	0.00889595093056
GSE76479_mm10_MEF_DpnII_Rep2	mm10	0	200000	0.0380647591195
GSE76479_mm10_MEF_DpnII_Rep2	mm10	0	1000000	0.0850535060818
GSE76479_mm10_PreB_DpnII_Rep1	mm10	0	10000	0.00338223077492
GSE76479_mm10_PreB_DpnII_Rep1	mm10	0	40000	0.0274651712921
GSE76479_mm10_PreB_DpnII_Rep1	mm10	0	200000	0.104286164931
GSE76479_mm10_PreB_DpnII_Rep1	mm10	0	1000000	0.139265287256
GSE76479_mm10_PreB_DpnII_Rep2	mm10	0	10000	0.00413133208152
GSE76479_mm10_PreB_DpnII_Rep2	mm10	0	40000	0.0318444242385
GSE76479_mm10_PreB_DpnII_Rep2	mm10	0	200000	0.111275003094
GSE76479_mm10_PreB_DpnII_Rep2	mm10	0	1000000	0.140732505791
GSE85515_mm10_CD8-T_MboI_Rep1	mm10	0	10000	0.00541619968399
GSE85515_mm10_CD8-T_MboI_Rep1	mm10	0	40000	0.0355673756916
GSE85515_mm10_CD8-T_MboI_Rep1	mm10	0	200000	0.170927798847
GSE85515_mm10_CD8-T_MboI_Rep1	mm10	0	1000000	0.215737336734
GSE85515_mm10_CD8-T_MboI_Rep2	mm10	0	10000	0.00542705853952
GSE85515_mm10_CD8-T_MboI_Rep2	mm10	0	40000	0.0342247725798
GSE85515_mm10_CD8-T_MboI_Rep2	mm10	0	200000	0.163120790459
GSE85515_mm10_CD8-T_MboI_Rep2	mm10	0	1000000	0.211044641647
GSE87112_hg38_Bladder_HindIII_Rep1	hg38	0	10000	0.00174909751982
GSE87112_hg38_Bladder_HindIII_Rep1	hg38	0	40000	0.0142224406654
GSE87112_hg38_Bladder_HindIII_Rep1	hg38	0	200000	0.0696679992941
GSE87112_hg38_Bladder_HindIII_Rep1	hg38	0	1000000	0.117271254407
GSE87112_hg38_Bladder_HindIII_Rep2	hg38	0	10000	0.00100823179925
GSE87112_hg38_Bladder_HindIII_Rep2	hg38	0	40000	0.0106040508211
GSE87112_hg38_Bladder_HindIII_Rep2	hg38	0	200000	0.0644900355545
GSE87112_hg38_Bladder_HindIII_Rep2	hg38	0	1000000	0.12004883148
GSE87112_hg38_Lung_HindIII_Rep1	hg38	0	10000	0.000297672386681
GSE87112_hg38_Lung_HindIII_Rep1	hg38	0	40000	0.00341654359546
GSE87112_hg38_Lung_HindIII_Rep1	hg38	0	200000	0.0362544161089
GSE87112_hg38_Lung_HindIII_Rep1	hg38	0	1000000	0.0861296771792
GSE87112_hg38_Lung_HindIII_Rep2	hg38	0	10000	0.00075016810579
GSE87112_hg38_Lung_HindIII_Rep2	hg38	0	40000	0.00578197451353
GSE87112_hg38_Lung_HindIII_Rep2	hg38	0	200000	0.0338864437151
GSE87112_hg38_Lung_HindIII_Rep2	hg38	0	1000000	0.0857253055068
GSE87112_hg38_Psoas_HindIII_Rep1	hg38	0	10000	0.000218660058582
GSE87112_hg38_Psoas_HindIII_Rep1	hg38	0	40000	0.00202613099962
GSE87112_hg38_Psoas_HindIII_Rep1	hg38	0	200000	0.0231637158637
GSE87112_hg38_Psoas_HindIII_Rep1	hg38	0	1000000	0.0856271872547
GSE87112_hg38_Psoas_HindIII_Rep2	hg38	0	10000	0.000147206719734
GSE87112_hg38_Psoas_HindIII_Rep2	hg38	0	40000	0.00144458298384
GSE87112_hg38_Psoas_HindIII_Rep2	hg38	0	200000	0.0204540955271
GSE87112_hg38_Psoas_HindIII_Rep2	hg38	0	1000000	0.0850123798624
