Sample	Genome	Coverage	Resolution	Score
GSE35156_hg38_IMR90_HindIII_Rep2	hg38	5000000	1000000	0.0875021752224
GSE35156_hg38_IMR90_HindIII_Rep2	hg38	10000000	40000	0.0102465359527
GSE35156_hg38_IMR90_HindIII_Rep2	hg38	10000000	200000	0.0600087694603
GSE35156_hg38_IMR90_HindIII_Rep2	hg38	10000000	1000000	0.105706199708
GSE35156_hg38_IMR90_HindIII_Rep2	hg38	20000000	40000	0.0236199157166
GSE35156_hg38_IMR90_HindIII_Rep2	hg38	20000000	200000	0.0909752334056
GSE35156_hg38_IMR90_HindIII_Rep2	hg38	20000000	1000000	0.117700658278
GSE35156_hg38_IMR90_HindIII_Rep2	hg38	40000000	40000	0.0456377651382
GSE35156_hg38_IMR90_HindIII_Rep2	hg38	40000000	200000	0.118509696104
GSE35156_hg38_IMR90_HindIII_Rep2	hg38	40000000	1000000	0.124809385554
GSE35156_mm10_Cortex_HindIII_Rep1	mm10	1000000	40000	0.000182977289955
GSE35156_mm10_Cortex_HindIII_Rep1	mm10	1000000	200000	0.00183294608125
GSE35156_mm10_Cortex_HindIII_Rep1	mm10	1000000	1000000	0.0254512277899
GSE35156_mm10_Cortex_HindIII_Rep1	mm10	2000000	40000	0.000539701436806
GSE35156_mm10_Cortex_HindIII_Rep1	mm10	2000000	200000	0.00523855043095
GSE35156_mm10_Cortex_HindIII_Rep1	mm10	2000000	1000000	0.0414154056584
GSE35156_mm10_Cortex_HindIII_Rep1	mm10	5000000	40000	0.00230980452043
GSE35156_mm10_Cortex_HindIII_Rep1	mm10	5000000	200000	0.0162082235414
GSE35156_mm10_Cortex_HindIII_Rep1	mm10	5000000	1000000	0.06159233404
GSE35156_mm10_Cortex_HindIII_Rep1	mm10	10000000	40000	0.00625335138682
GSE35156_mm10_Cortex_HindIII_Rep1	mm10	10000000	200000	0.0310190636692
GSE35156_mm10_Cortex_HindIII_Rep1	mm10	10000000	1000000	0.0720606322329
GSE35156_mm10_Cortex_HindIII_Rep1	mm10	20000000	40000	0.0143194597216
GSE35156_mm10_Cortex_HindIII_Rep1	mm10	20000000	200000	0.0491983323334
GSE35156_mm10_Cortex_HindIII_Rep1	mm10	20000000	1000000	0.0775834302751
GSE35156_mm10_Cortex_HindIII_Rep2	mm10	1000000	40000	0.000219756380472
GSE35156_mm10_Cortex_HindIII_Rep2	mm10	1000000	200000	0.00192625319416
GSE35156_mm10_Cortex_HindIII_Rep2	mm10	1000000	1000000	0.0262867108611
GSE35156_mm10_Cortex_HindIII_Rep2	mm10	2000000	40000	0.000620987333645
GSE35156_mm10_Cortex_HindIII_Rep2	mm10	2000000	200000	0.00546293729751
GSE35156_mm10_Cortex_HindIII_Rep2	mm10	2000000	1000000	0.0426520699065
GSE35156_mm10_Cortex_HindIII_Rep2	mm10	5000000	40000	0.00265023708317
GSE35156_mm10_Cortex_HindIII_Rep2	mm10	5000000	200000	0.0170238700702
GSE35156_mm10_Cortex_HindIII_Rep2	mm10	5000000	1000000	0.0637173022342
GSE35156_mm10_Cortex_HindIII_Rep2	mm10	10000000	40000	0.00710858401816
GSE35156_mm10_Cortex_HindIII_Rep2	mm10	10000000	200000	0.0325962134153
GSE35156_mm10_Cortex_HindIII_Rep2	mm10	10000000	1000000	0.0747879806883
GSE35156_mm10_Cortex_HindIII_Rep2	mm10	20000000	40000	0.0161811325221
GSE35156_mm10_Cortex_HindIII_Rep2	mm10	20000000	200000	0.0516831782046
GSE35156_mm10_Cortex_HindIII_Rep2	mm10	20000000	1000000	0.0819670239412
GSE35156_mm10_ES_HindIII_Rep1	mm10	1000000	40000	0.000311966319582
GSE35156_mm10_ES_HindIII_Rep1	mm10	1000000	200000	0.00156617321185
GSE35156_mm10_ES_HindIII_Rep1	mm10	1000000	1000000	0.0182178413426
GSE35156_mm10_ES_HindIII_Rep1	mm10	2000000	40000	0.000696378064608
GSE35156_mm10_ES_HindIII_Rep1	mm10	2000000	200000	0.00433523736668
GSE35156_mm10_ES_HindIII_Rep1	mm10	2000000	1000000	0.0354699314562
GSE35156_mm10_ES_HindIII_Rep1	mm10	5000000	40000	0.00256631735314
GSE35156_mm10_ES_HindIII_Rep1	mm10	5000000	200000	0.0142646383505
GSE35156_mm10_ES_HindIII_Rep1	mm10	5000000	1000000	0.0654462441756
GSE35156_mm10_ES_HindIII_Rep1	mm10	10000000	40000	0.00686040522992
GSE35156_mm10_ES_HindIII_Rep1	mm10	10000000	200000	0.0298899877069
GSE35156_mm10_ES_HindIII_Rep1	mm10	10000000	1000000	0.088612120034
GSE35156_mm10_ES_HindIII_Rep1	mm10	20000000	40000	0.0162433714161
GSE35156_mm10_ES_HindIII_Rep1	mm10	20000000	200000	0.0527377719603
GSE35156_mm10_ES_HindIII_Rep1	mm10	20000000	1000000	0.106427938621
GSE35156_mm10_ES_HindIII_Rep1	mm10	40000000	40000	0.0327319509165
GSE35156_mm10_ES_HindIII_Rep1	mm10	40000000	200000	0.0796673363944
GSE35156_mm10_ES_HindIII_Rep1	mm10	40000000	1000000	0.11747480754
GSE35156_mm10_ES_HindIII_Rep2	mm10	1000000	40000	0.00028131649366
GSE35156_mm10_ES_HindIII_Rep2	mm10	1000000	200000	0.00142157547223
GSE35156_mm10_ES_HindIII_Rep2	mm10	1000000	1000000	0.0189418788975
GSE35156_mm10_ES_HindIII_Rep2	mm10	2000000	40000	0.000610083528044
GSE35156_mm10_ES_HindIII_Rep2	mm10	2000000	200000	0.0042444187685
GSE35156_mm10_ES_HindIII_Rep2	mm10	2000000	1000000	0.035241846821
GSE35156_mm10_ES_HindIII_Rep2	mm10	5000000	40000	0.00232343336708
GSE35156_mm10_ES_HindIII_Rep2	mm10	5000000	200000	0.0140452376114
GSE35156_mm10_ES_HindIII_Rep2	mm10	5000000	1000000	0.0634508763195
GSE35156_mm10_ES_HindIII_Rep2	mm10	10000000	40000	0.00633447774468
GSE35156_mm10_ES_HindIII_Rep2	mm10	10000000	200000	0.0291173546209
GSE35156_mm10_ES_HindIII_Rep2	mm10	10000000	1000000	0.0837946852927
GSE35156_mm10_ES_HindIII_Rep2	mm10	20000000	40000	0.0151785424535
GSE35156_mm10_ES_HindIII_Rep2	mm10	20000000	200000	0.0517163560003
GSE35156_mm10_ES_HindIII_Rep2	mm10	20000000	1000000	0.0982210523526
GSE35156_mm10_ES_HindIII_Rep2	mm10	40000000	40000	0.0310540586498
GSE35156_mm10_ES_HindIII_Rep2	mm10	40000000	200000	0.0779575645552
GSE35156_mm10_ES_HindIII_Rep2	mm10	40000000	1000000	0.107201045165
GSE48592_hg38_GM12878_HindIII_Rep1	hg38	1000000	40000	0.000118896183385
GSE48592_hg38_GM12878_HindIII_Rep1	hg38	1000000	200000	0.0020243824349
GSE48592_hg38_GM12878_HindIII_Rep1	hg38	1000000	1000000	0.0271386122188
GSE48592_hg38_GM12878_HindIII_Rep1	hg38	2000000	40000	0.000322637908222
GSE48592_hg38_GM12878_HindIII_Rep1	hg38	2000000	200000	0.00582515633884
GSE48592_hg38_GM12878_HindIII_Rep1	hg38	2000000	1000000	0.0467155413176
GSE48592_hg38_GM12878_HindIII_Rep1	hg38	5000000	40000	0.00136485841683
GSE48592_hg38_GM12878_HindIII_Rep1	hg38	5000000	200000	0.0189230826729
GSE48592_hg38_GM12878_HindIII_Rep1	hg38	5000000	1000000	0.0755650998642
GSE48592_hg38_GM12878_HindIII_Rep1	hg38	10000000	40000	0.00392054331832
GSE48592_hg38_GM12878_HindIII_Rep1	hg38	10000000	200000	0.0378548020964
GSE48592_hg38_GM12878_HindIII_Rep1	hg38	10000000	1000000	0.0933926519376
GSE48592_hg38_GM12878_HindIII_Rep1	hg38	20000000	40000	0.0101168896445
GSE48592_hg38_GM12878_HindIII_Rep1	hg38	20000000	200000	0.0632859146063
GSE48592_hg38_GM12878_HindIII_Rep1	hg38	20000000	1000000	0.105177149108
GSE48592_hg38_GM12878_HindIII_Rep1	hg38	40000000	40000	0.0220981432992
GSE48592_hg38_GM12878_HindIII_Rep1	hg38	40000000	200000	0.0901354730672
GSE48592_hg38_GM12878_HindIII_Rep1	hg38	40000000	1000000	0.111720791177
GSE48592_hg38_GM12878_HindIII_Rep2	hg38	1000000	40000	0.000134469121734
GSE48592_hg38_GM12878_HindIII_Rep2	hg38	1000000	200000	0.00195488028229
GSE48592_hg38_GM12878_HindIII_Rep2	hg38	1000000	1000000	0.0274384678951
GSE48592_hg38_GM12878_HindIII_Rep2	hg38	2000000	40000	0.00034719887323
GSE48592_hg38_GM12878_HindIII_Rep2	hg38	2000000	200000	0.00578006852321
GSE48592_hg38_GM12878_HindIII_Rep2	hg38	2000000	1000000	0.0467843175153
GSE48592_hg38_GM12878_HindIII_Rep2	hg38	5000000	40000	0.00137872374653
GSE48592_hg38_GM12878_HindIII_Rep2	hg38	5000000	200000	0.0188390636378
GSE48592_hg38_GM12878_HindIII_Rep2	hg38	5000000	1000000	0.0752662366077
GSE48592_hg38_GM12878_HindIII_Rep2	hg38	10000000	40000	0.00397531538739
GSE48592_hg38_GM12878_HindIII_Rep2	hg38	10000000	200000	0.0375996584621
GSE48592_hg38_GM12878_HindIII_Rep2	hg38	10000000	1000000	0.0928379393762
GSE48592_hg38_GM12878_HindIII_Rep2	hg38	20000000	40000	0.0101343540965
GSE48592_hg38_GM12878_HindIII_Rep2	hg38	20000000	200000	0.062841449856
GSE48592_hg38_GM12878_HindIII_Rep2	hg38	20000000	1000000	0.104769643942
GSE48592_hg38_GM12878_HindIII_Rep2	hg38	40000000	40000	0.0220468270327
GSE48592_hg38_GM12878_HindIII_Rep2	hg38	40000000	200000	0.0893230179859
GSE48592_hg38_GM12878_HindIII_Rep2	hg38	40000000	1000000	0.111470167983
GSE49017_mm10_AST_HindIII_Rep1	mm10	1000000	40000	0.000574980930031
GSE49017_mm10_AST_HindIII_Rep1	mm10	1000000	200000	0.00559792852443
GSE49017_mm10_AST_HindIII_Rep1	mm10	1000000	1000000	0.066510378059
GSE49017_mm10_AST_HindIII_Rep1	mm10	2000000	40000	0.00150476020296
GSE49017_mm10_AST_HindIII_Rep1	mm10	2000000	200000	0.0151087305954
GSE49017_mm10_AST_HindIII_Rep1	mm10	2000000	1000000	0.105198781154
GSE49017_mm10_AST_HindIII_Rep1	mm10	5000000	40000	0.00581524947877
GSE49017_mm10_AST_HindIII_Rep1	mm10	5000000	200000	0.045476971543
GSE49017_mm10_AST_HindIII_Rep1	mm10	5000000	1000000	0.151586575087
GSE49017_mm10_AST_HindIII_Rep1	mm10	10000000	40000	0.015083361603
GSE49017_mm10_AST_HindIII_Rep1	mm10	10000000	200000	0.0845775006654
GSE49017_mm10_AST_HindIII_Rep1	mm10	10000000	1000000	0.175020046272
GSE49017_mm10_AST_HindIII_Rep1	mm10	20000000	40000	0.0340876780967
GSE49017_mm10_AST_HindIII_Rep1	mm10	20000000	200000	0.131022983913
GSE49017_mm10_AST_HindIII_Rep1	mm10	20000000	1000000	0.189496831338
GSE49017_mm10_AST_HindIII_Rep2	mm10	1000000	40000	0.000585740696022
GSE49017_mm10_AST_HindIII_Rep2	mm10	1000000	200000	0.0070770210416
GSE49017_mm10_AST_HindIII_Rep2	mm10	1000000	1000000	0.0760146538558
GSE49017_mm10_AST_HindIII_Rep2	mm10	2000000	40000	0.0015433286023
GSE49017_mm10_AST_HindIII_Rep2	mm10	2000000	200000	0.0190803258747
GSE49017_mm10_AST_HindIII_Rep2	mm10	2000000	1000000	0.117183872986
GSE49017_mm10_AST_HindIII_Rep2	mm10	5000000	40000	0.00599650571916
GSE49017_mm10_AST_HindIII_Rep2	mm10	5000000	200000	0.0547467729081
GSE49017_mm10_AST_HindIII_Rep2	mm10	5000000	1000000	0.16505300303
GSE49017_mm10_AST_HindIII_Rep2	mm10	10000000	40000	0.0155670337065
GSE49017_mm10_AST_HindIII_Rep2	mm10	10000000	200000	0.0982059217035
GSE49017_mm10_AST_HindIII_Rep2	mm10	10000000	1000000	0.189419241574
GSE49017_mm10_NSC_HindIII_Rep1	mm10	1000000	40000	0.000405604523193
GSE49017_mm10_NSC_HindIII_Rep1	mm10	1000000	200000	0.0025905362822
GSE49017_mm10_NSC_HindIII_Rep1	mm10	1000000	1000000	0.0281809687662
GSE49017_mm10_NSC_HindIII_Rep1	mm10	2000000	40000	0.000930833548652
GSE49017_mm10_NSC_HindIII_Rep1	mm10	2000000	200000	0.00732885977106
GSE49017_mm10_NSC_HindIII_Rep1	mm10	2000000	1000000	0.0502279801919
GSE49017_mm10_NSC_HindIII_Rep1	mm10	5000000	40000	0.00351438147436
GSE49017_mm10_NSC_HindIII_Rep1	mm10	5000000	200000	0.0233932209534
GSE49017_mm10_NSC_HindIII_Rep1	mm10	5000000	1000000	0.085170307733
GSE49017_mm10_NSC_HindIII_Rep1	mm10	10000000	40000	0.00939606618825
GSE49017_mm10_NSC_HindIII_Rep1	mm10	10000000	200000	0.0467989585129
GSE49017_mm10_NSC_HindIII_Rep1	mm10	10000000	1000000	0.108123866671
GSE49017_mm10_NSC_HindIII_Rep2	mm10	1000000	40000	0.000365274754545
GSE49017_mm10_NSC_HindIII_Rep2	mm10	1000000	200000	0.00228137402091
GSE49017_mm10_NSC_HindIII_Rep2	mm10	1000000	1000000	0.0243344431823
GSE49017_mm10_NSC_HindIII_Rep2	mm10	2000000	40000	0.000853591717433
GSE49017_mm10_NSC_HindIII_Rep2	mm10	2000000	200000	0.00647692197632
GSE49017_mm10_NSC_HindIII_Rep2	mm10	2000000	1000000	0.0451908379409
GSE49017_mm10_NSC_HindIII_Rep2	mm10	5000000	40000	0.0032878195663
GSE49017_mm10_NSC_HindIII_Rep2	mm10	5000000	200000	0.0211044271651
GSE49017_mm10_NSC_HindIII_Rep2	mm10	5000000	1000000	0.0793914920743
GSE49017_mm10_NSC_HindIII_Rep2	mm10	10000000	40000	0.00873464606835
GSE49017_mm10_NSC_HindIII_Rep2	mm10	10000000	200000	0.0425249589396
GSE49017_mm10_NSC_HindIII_Rep2	mm10	10000000	1000000	0.101772343044
GSE52457_hg38_H1-ES_HindIII_Rep1	hg38	1000000	40000	0.000388135269718
GSE52457_hg38_H1-ES_HindIII_Rep1	hg38	1000000	200000	0.00169416938642
GSE52457_hg38_H1-ES_HindIII_Rep1	hg38	1000000	1000000	0.0170278816123
GSE52457_hg38_H1-ES_HindIII_Rep1	hg38	2000000	40000	0.000766410863172
GSE52457_hg38_H1-ES_HindIII_Rep1	hg38	2000000	200000	0.00450816934596
GSE52457_hg38_H1-ES_HindIII_Rep1	hg38	2000000	1000000	0.0358283733598
GSE52457_hg38_H1-ES_HindIII_Rep1	hg38	5000000	40000	0.00256428531907
GSE52457_hg38_H1-ES_HindIII_Rep1	hg38	5000000	200000	0.01479202348
GSE52457_hg38_H1-ES_HindIII_Rep1	hg38	5000000	1000000	0.073396672378
GSE52457_hg38_H1-ES_HindIII_Rep1	hg38	10000000	40000	0.0066282197153
GSE52457_hg38_H1-ES_HindIII_Rep1	hg38	10000000	200000	0.0309673196926
GSE52457_hg38_H1-ES_HindIII_Rep1	hg38	10000000	1000000	0.105954201428
GSE52457_hg38_H1-ES_HindIII_Rep1	hg38	20000000	40000	0.015414426073
GSE52457_hg38_H1-ES_HindIII_Rep1	hg38	20000000	200000	0.0545960361313
GSE52457_hg38_H1-ES_HindIII_Rep1	hg38	20000000	1000000	0.134867494587
GSE52457_hg38_H1-ES_HindIII_Rep1	hg38	40000000	40000	0.0306788678043
GSE52457_hg38_H1-ES_HindIII_Rep1	hg38	40000000	200000	0.0818696501604
GSE52457_hg38_H1-ES_HindIII_Rep1	hg38	40000000	1000000	0.156345242194
GSE52457_hg38_H1-ES_HindIII_Rep2	hg38	1000000	40000	0.000308303540975
GSE52457_hg38_H1-ES_HindIII_Rep2	hg38	1000000	200000	0.00185807295562
GSE52457_hg38_H1-ES_HindIII_Rep2	hg38	1000000	1000000	0.0207130963655
GSE52457_hg38_H1-ES_HindIII_Rep2	hg38	2000000	40000	0.000654011575814
GSE52457_hg38_H1-ES_HindIII_Rep2	hg38	2000000	200000	0.00511830286506
GSE52457_hg38_H1-ES_HindIII_Rep2	hg38	2000000	1000000	0.0409762231168
GSE52457_hg38_H1-ES_HindIII_Rep2	hg38	5000000	40000	0.00235604154258
GSE52457_hg38_H1-ES_HindIII_Rep2	hg38	5000000	200000	0.0164978701449
GSE52457_hg38_H1-ES_HindIII_Rep2	hg38	5000000	1000000	0.0763991753201
GSE52457_hg38_H1-ES_HindIII_Rep2	hg38	10000000	40000	0.00627921421027
GSE52457_hg38_H1-ES_HindIII_Rep2	hg38	10000000	200000	0.0336933258549
GSE52457_hg38_H1-ES_HindIII_Rep2	hg38	10000000	1000000	0.10337186313
GSE52457_hg38_H1-ES_HindIII_Rep2	hg38	20000000	40000	0.0151723626512
GSE52457_hg38_H1-ES_HindIII_Rep2	hg38	20000000	200000	0.0583163234094
GSE52457_hg38_H1-ES_HindIII_Rep2	hg38	20000000	1000000	0.125525161751
GSE52457_hg38_H1-ES_HindIII_Rep2	hg38	40000000	40000	0.0309739546023
GSE52457_hg38_H1-ES_HindIII_Rep2	hg38	40000000	200000	0.0862482663796
GSE52457_hg38_H1-ES_HindIII_Rep2	hg38	40000000	1000000	0.140318740672
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep1	hg38	1000000	40000	0.000547242536158
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep1	hg38	1000000	200000	0.0037820775652
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep1	hg38	1000000	1000000	0.0272589251638
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep1	hg38	2000000	40000	0.0014424299459
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep1	hg38	2000000	200000	0.0103557681522
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep1	hg38	2000000	1000000	0.050022174544
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep1	hg38	5000000	40000	0.00552093891472
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep1	hg38	5000000	200000	0.0312007506621
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep1	hg38	5000000	1000000	0.0890449892166
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep1	hg38	10000000	40000	0.0141518873294
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep1	hg38	10000000	200000	0.0590239849978
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep1	hg38	10000000	1000000	0.117286125829
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep1	hg38	20000000	40000	0.0315124230011
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep1	hg38	20000000	200000	0.0935381210039
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep1	hg38	20000000	1000000	0.138113094531
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep1	hg38	40000000	40000	0.0589442926674
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep1	hg38	40000000	200000	0.126871495766
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep1	hg38	40000000	1000000	0.151482768391
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep2	hg38	1000000	40000	0.000550085808301
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep2	hg38	1000000	200000	0.00385900667597
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep2	hg38	1000000	1000000	0.0279849550971
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep2	hg38	2000000	40000	0.00142424377261
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep2	hg38	2000000	200000	0.0104817945355
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep2	hg38	2000000	1000000	0.0516717866948
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep2	hg38	5000000	40000	0.00541649077076
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep2	hg38	5000000	200000	0.0314686491972
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep2	hg38	5000000	1000000	0.0902868509689
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep2	hg38	10000000	40000	0.0139251324572
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep2	hg38	10000000	200000	0.0593751345811
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep2	hg38	10000000	1000000	0.117503046038
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep2	hg38	20000000	40000	0.0311953790742
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep2	hg38	20000000	200000	0.0938939541011
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep2	hg38	20000000	1000000	0.137629020252
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep2	hg38	40000000	40000	0.058792628363
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep2	hg38	40000000	200000	0.127260899366
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep2	hg38	40000000	1000000	0.150997239086
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep1	hg38	1000000	40000	0.000395357864631
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep1	hg38	1000000	200000	0.00176395622712
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep1	hg38	1000000	1000000	0.0194182188603
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep1	hg38	2000000	40000	0.000826191880484
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep1	hg38	2000000	200000	0.0048902462944
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep1	hg38	2000000	1000000	0.0392375719883
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep1	hg38	5000000	40000	0.00278924169247
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep1	hg38	5000000	200000	0.016136108123
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep1	hg38	5000000	1000000	0.0764048333039
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep1	hg38	10000000	40000	0.00736967273674
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep1	hg38	10000000	200000	0.0336564734246
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep1	hg38	10000000	1000000	0.105135735464
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep1	hg38	20000000	40000	0.017383632593
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep1	hg38	20000000	200000	0.0592452830295
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep1	hg38	20000000	1000000	0.127685843147
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep1	hg38	40000000	40000	0.03558838279
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep1	hg38	40000000	200000	0.0895085154518
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep1	hg38	40000000	1000000	0.142999905746
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	hg38	1000000	40000	0.000558123430888
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	hg38	1000000	200000	0.00146119026785
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	hg38	1000000	1000000	0.0143903099996
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	hg38	2000000	40000	0.00113076179076
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	hg38	2000000	200000	0.00376450881058
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	hg38	2000000	1000000	0.0295566721937
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	hg38	5000000	40000	0.00354822696181
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	hg38	5000000	200000	0.0124322609935
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	hg38	5000000	1000000	0.0631547427763
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	hg38	10000000	40000	0.00886355300263
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	hg38	10000000	200000	0.0265095551974
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	hg38	10000000	1000000	0.0923841428214
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	hg38	20000000	40000	0.0201479643936
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	hg38	20000000	200000	0.0484252466654
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	hg38	20000000	1000000	0.118759010257
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	hg38	40000000	40000	0.0394172057112
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	hg38	40000000	200000	0.0757584504448
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	hg38	40000000	1000000	0.13861239662
GSE52457_hg38_H1-NPC_HindIII_Rep1	hg38	1000000	40000	0.000215645457203
GSE52457_hg38_H1-NPC_HindIII_Rep1	hg38	1000000	200000	0.00174935051494
GSE52457_hg38_H1-NPC_HindIII_Rep1	hg38	1000000	1000000	0.023622394845
GSE52457_hg38_H1-NPC_HindIII_Rep1	hg38	2000000	40000	0.000543587788963
GSE52457_hg38_H1-NPC_HindIII_Rep1	hg38	2000000	200000	0.00489398135517
GSE52457_hg38_H1-NPC_HindIII_Rep1	hg38	2000000	1000000	0.0414100743205
GSE52457_hg38_H1-NPC_HindIII_Rep1	hg38	5000000	40000	0.00214934408166
GSE52457_hg38_H1-NPC_HindIII_Rep1	hg38	5000000	200000	0.0150904464678
GSE52457_hg38_H1-NPC_HindIII_Rep1	hg38	5000000	1000000	0.0670987706886
GSE52457_hg38_H1-NPC_HindIII_Rep1	hg38	10000000	40000	0.00548579592675
GSE52457_hg38_H1-NPC_HindIII_Rep1	hg38	10000000	200000	0.0285495531516
GSE52457_hg38_H1-NPC_HindIII_Rep1	hg38	10000000	1000000	0.0823370147375
GSE52457_hg38_H1-NPC_HindIII_Rep1	hg38	20000000	40000	0.0117526647898
GSE52457_hg38_H1-NPC_HindIII_Rep1	hg38	20000000	200000	0.0446594501721
GSE52457_hg38_H1-NPC_HindIII_Rep1	hg38	20000000	1000000	0.0918791786431
GSE52457_hg38_H1-NPC_HindIII_Rep1	hg38	40000000	40000	0.02079159701
GSE52457_hg38_H1-NPC_HindIII_Rep1	hg38	40000000	200000	0.0598344857961
GSE52457_hg38_H1-NPC_HindIII_Rep1	hg38	40000000	1000000	0.0978935765765
GSE52457_hg38_H1-NPC_HindIII_Rep2	hg38	1000000	40000	0.000192880273016
GSE52457_hg38_H1-NPC_HindIII_Rep2	hg38	1000000	200000	0.00179567226813
GSE52457_hg38_H1-NPC_HindIII_Rep2	hg38	1000000	1000000	0.0237544915538
GSE52457_hg38_H1-NPC_HindIII_Rep2	hg38	2000000	40000	0.000483002190033
GSE52457_hg38_H1-NPC_HindIII_Rep2	hg38	2000000	200000	0.00504277260665
GSE52457_hg38_H1-NPC_HindIII_Rep2	hg38	2000000	1000000	0.0414744468838
GSE52457_hg38_H1-NPC_HindIII_Rep2	hg38	5000000	40000	0.0019880809986
GSE52457_hg38_H1-NPC_HindIII_Rep2	hg38	5000000	200000	0.015944186789
GSE52457_hg38_H1-NPC_HindIII_Rep2	hg38	5000000	1000000	0.0684170247162
GSE52457_hg38_H1-NPC_HindIII_Rep2	hg38	10000000	40000	0.00562372134078
GSE52457_hg38_H1-NPC_HindIII_Rep2	hg38	10000000	200000	0.0316029506247
GSE52457_hg38_H1-NPC_HindIII_Rep2	hg38	10000000	1000000	0.0843118489477
GSE52457_hg38_H1-NPC_HindIII_Rep2	hg38	20000000	40000	0.0138764379749
GSE52457_hg38_H1-NPC_HindIII_Rep2	hg38	20000000	200000	0.0526681684415
GSE52457_hg38_H1-NPC_HindIII_Rep2	hg38	20000000	1000000	0.0946194368901
GSE52457_hg38_H1-NPC_HindIII_Rep2	hg38	40000000	40000	0.0285217814514
GSE52457_hg38_H1-NPC_HindIII_Rep2	hg38	40000000	200000	0.074997526665
GSE52457_hg38_H1-NPC_HindIII_Rep2	hg38	40000000	1000000	0.100788703215
